# QUICKBOOKS PREMIUM FINANCIAL EXPORT
# Export Date: 2026-05-20
# Scope: 5-Year Historical Startup PnL Ledger

Transaction_ID,Date,Category,Sub_Category,Amount,Entity,Status,Payment_Method,Notes,System_Flag
TXN-103774,2031-05-03, Opex,Software Licenses,-823.77,Deel Payroll,Reversed,Check,Quarterly marketing spend optimization,VALID
TXN-103775,2031-05-04,Revenue,SaaS Subscriptions,"$2,549.19",Hooli Inc.,Cleared,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-103776,05/05/2031, Payroll,Health Insurance Premiums,"$-9,872.94",Internal Payroll Processing,settled,Check,Bi-weekly company payroll run,VALID
TXN-103777,2031-05-06,Opex,Marketing Campaigns,"$-1,587.18",Slack Technologies,PENDING,Credit Card,Q1 infrastructure compute charge,VALID
TXN-103778,2031-05-07,Opex,Office Supplies,$-115.12,AWS Cloud Services,Cleared,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103779,2031-05-08,Legal ,Contract Drafting,-12749.65,Kramer Legal Group,Processing,,Bi-weekly company payroll run,VALID
TXN-103780,2031-05-09,Payroll ,Full-Time Salaries,"$-13,201.44",Internal Payroll Processing,Processing,PayPal,Quarterly marketing spend optimization,VALID
TXN-103781,10/05/2031,Opex ,Marketing Campaigns,$-266.31,AWS Cloud Services,Failed,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103782,2031-05-11, Revenue,Professional Services,3344.85,Wayne Enterprises Inc.,Failed,Credit Card,Patent filing expense itemized,VALID
TXN-103783,2031-05-12,Opex,Software Licenses,-1401.23,OpenAI API,settled,PayPal,Patent filing expense itemized,VALID
   ,2031-05-13,Legal,IP Filing Fees,-2061.24,Preston & Gates LLP,Settled,PayPal,Patent filing expense itemized,VALID
TXN-103785,2031-05-14,Payroll,Full-Time Salaries,"$-6,609.79",Internal Payroll Processing,Failed,Check,Patent filing expense itemized,VALID
TXN-103786,2031-05-15,Legal,IP Filing Fees,-8025.5,Kramer Legal Group,Settled,PayPal,Q1 infrastructure compute charge,VALID
TXN-103787,2031-05-16,Legal,Contract Drafting,$-785.74,Preston & Gates LLP,Reversed,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-103788,NULL,Legal,IP Filing Fees,-1259.43,Preston & Gates LLP,Reversed,PayPal,Quarterly marketing spend optimization,VALID
TXN-103789,2031-05-18,Revenue,SaaS Subscriptions,"$2,585.78",Hooli Inc.,Settled,Credit Card,Monthly recurring revenue billing,VALID
TXN-103790,2031-05-19,Opex,Travel & Entertainment,-286.29,OpenAI API,settled,,Patent filing expense itemized,VALID
TXN-103791,2031-05-20,Opex,Cloud Infrastructure,-2008.45,OpenAI API,Settled,Check,Quarterly marketing spend optimization,VALID
TXN-103792,2031-05-21,Opex,Travel & Entertainment,$-371.37,Ironclad Legal,Failed,,New employee onboarding equipment,VALID
TXN-103793,2031-05-22, Legal,Regulatory Compliance,"$-1,960.18",Kramer Legal Group,Settled,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103794,23/05/2031,Payroll,Health Insurance Premiums,-9956.83,Internal Payroll Processing,Settled,Credit Card,Patent filing expense itemized,VALID
TXN-103795,05/24/2031,Legal,Retainer Fees,-4894.52,IP Protection Bureau,Failed,PayPal,Bi-weekly company payroll run,VALID
TXN-103796,25/05/2031,Revenue,SaaS Subscriptions,4401.7,Acme Corp Inc.,Processing,PayPal,,VALID
TXN-103797,2031-05-26, Legal,IP Filing Fees,"$-2,333.20",Preston & Gates LLP,Cleared,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-103798,2031-05-27,Payroll,Full-Time Salaries,-15317.7,Internal Payroll Processing,Processing,Check,New employee onboarding equipment,VALID
TXN-103799,05/28/2031,Revenue,Professional Services,3985.68,Wayne Enterprises Inc.,Cleared,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-103800,2031-05-29, Payroll,Contractor Fees,"$-10,308.16",Internal Payroll Processing,Processing,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-103801,05/30/2031,Opex,Travel & Entertainment,$-143.90,AWS Cloud Services,Reversed,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-103802,2031-05-31,Legal,Contract Drafting,"$-4,279.69",Kramer Legal Group,Failed,,Quarterly marketing spend optimization,VALID
TXN-103803,01/06/2031,Payroll ,Health Insurance Premiums,-12417.18,Internal Payroll Processing,PENDING,Check,Patent filing expense itemized,VALID
TXN-103804,2031-06-02,Opex,Software Licenses,-777.05,Zoom Video,Failed,,Q1 infrastructure compute charge,VALID
TXN-103805,2031-06-03,Payroll,Contractor Fees,"$-9,687.79",Internal Payroll Processing,Cleared,PayPal,Quarterly marketing spend optimization,VALID
TXN-103806,2031-06-04,Legal,IP Filing Fees,-1164.1,IP Protection Bureau,settled,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103807,2031-06-05,Opex,Office Supplies,$-266.33,Slack Technologies,PENDING,Wire Transfer,New employee onboarding equipment,VALID
TXN-103808,2031-06-06,Payroll,Health Insurance Premiums,"$-17,917.63",Internal Payroll Processing,PENDING,,Monthly recurring revenue billing,VALID
TXN-103809,2031-06-07,Revenue,SaaS Subscriptions,$520.25,Initech Inc.,settled,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-103810,06/08/2031,Payroll,Health Insurance Premiums,-7842.04,Internal Payroll Processing,Reversed,ACH Transfer,New employee onboarding equipment,VALID
TXN-103811,NULL, Payroll,Full-Time Salaries,-15607.43,Internal Payroll Processing,Settled,PayPal,Bi-weekly company payroll run,VALID
TXN-103812,10/06/2031,Revenue,Ad-hoc Consulting,$517.92,Stark Industries Inc.,settled,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-103813,2031-06-11,Opex,Marketing Campaigns,$-991.80,Slack Technologies,PENDING,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-103814,2031-06-12,Legal,Contract Drafting,"$-2,482.81",Kramer Legal Group,Reversed,,Annual team offsite travel reimbursement,VALID
TXN-103815,2031-06-13,Opex,Travel & Entertainment,"$-1,511.76",Slack Technologies,settled,Check,Contract negotiation retainer fee,VALID
TXN-103816,14/06/2031,Opex ,Travel & Entertainment,"$-2,666.10",Deel Payroll,Reversed,Check,Bi-weekly company payroll run,VALID
TXN-103817,15/06/2031,Revenue,SaaS Subscriptions,7750.12,Vehement Capital Inc.,Processing,,Patent filing expense itemized,VALID
TXN-103818,2031-06-16,Revenue,Ad-hoc Consulting,1722.21,Initech Inc.,Cleared,Credit Card,Monthly recurring revenue billing,VALID
TXN-103819,2031-06-17,Legal,Regulatory Compliance,-3163.95,Preston & Gates LLP,Processing,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-103820,2031-06-18,Opex,Cloud Infrastructure,$-81.68,Slack Technologies,PENDING,Check,Monthly recurring revenue billing,VALID
TXN-103821,2031-06-19,Payroll,Bonuses & Incentives,"$-9,559.41",Internal Payroll Processing,settled,Wire Transfer,Patent filing expense itemized,VALID
TXN-103822,2031-06-20,Legal,Contract Drafting,-2796.08,IP Protection Bureau,Settled,ACH Transfer,Monthly recurring revenue billing,VALID
TXN-103823,06/21/2031,Opex,Software Licenses,-1323.56,Zoom Video,Cleared,Check,Patent filing expense itemized,VALID
TXN-103824,2031-06-22,Legal,Retainer Fees,$-143.70,IP Protection Bureau,Cleared,Check,Contract negotiation retainer fee,VALID
TXN-103825,2031-06-23,Payroll,Contractor Fees,"$-12,560.29",Internal Payroll Processing,Settled,,Bi-weekly company payroll run,VALID
txn_103826,2031-06-24,Legal,IP Filing Fees,"$-2,900.57",IP Protection Bureau,settled,Check,Monthly recurring revenue billing,VALID
TXN-103827,25/06/2031,Legal,Retainer Fees,-7180.77,Preston & Gates LLP,Reversed,,New employee onboarding equipment,VALID
TXN-103828,2031-06-26, Legal,Retainer Fees,-1663.4,Kramer Legal Group,Failed,Check,Patent filing expense itemized,VALID
TXN-103829,2031-06-27,Legal ,IP Filing Fees,-1002.34,Kramer Legal Group,Settled,Wire Transfer,New employee onboarding equipment,VALID
TXN-103830,2031-06-28, Revenue,SaaS Subscriptions,808.85,Acme Corp Inc.,PENDING,ACH Transfer,Monthly recurring revenue billing,VALID
TXN-103831,2031-06-29,Legal,IP Filing Fees,-4206.07,IP Protection Bureau,Reversed,,Contract negotiation retainer fee,VALID
TXN-103832,30/06/2031,Payroll,Bonuses & Incentives,"$-17,974.66",Internal Payroll Processing,PENDING,PayPal,Contract negotiation retainer fee,VALID
TXN-103833,01/07/2031,Payroll,Bonuses & Incentives,"$-9,503.82",Internal Payroll Processing,PENDING,Check,Bi-weekly company payroll run,VALID
TXN-103834,2031-07-02,Legal,Regulatory Compliance,"$-1,043.03",Preston & Gates LLP,Settled,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-103835,2031-07-03,Opex,Cloud Infrastructure,"$-1,392.42",OpenAI API,Processing,Wire Transfer,Patent filing expense itemized,VALID
TXN-103836,2031-07-04,Legal ,Regulatory Compliance,-1560.83,Kramer Legal Group,settled,Credit Card,Annual team offsite travel reimbursement,VALID
   ,2031-07-05,Opex,Cloud Infrastructure,"$-3,510.37",Google Suite,PENDING,Credit Card,Bi-weekly company payroll run,VALID
TXN-103838,06/07/2031,Revenue,Enterprise License,"$2,516.18",Hooli Inc.,PENDING,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-103839,2031-07-07,Payroll,Full-Time Salaries,"$-11,119.78",Internal Payroll Processing,Processing,Credit Card,Annual team offsite travel reimbursement,VALID
txn_103840,2031-07-08, Opex,Software Licenses,$-94.36,AWS Cloud Services,Processing,Check,Annual team offsite travel reimbursement,ERR_$$__CRITICAL!
TXN-103841,2031-07-09, Payroll,Contractor Fees,"$-7,651.74",Internal Payroll Processing,Settled,ACH Transfer,Annual team offsite travel reimbursement,VALID
TXN-103842,2031-07-10,Revenue,Ad-hoc Consulting,8687.55,Acme Corp Inc.,Cleared,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103843,2031-07-11,Payroll,Bonuses & Incentives,"$-12,977.52",Internal Payroll Processing,Failed,Check,New employee onboarding equipment,VALID
TXN-103844,2031-07-12,Legal,Retainer Fees,-6053.23,Kramer Legal Group,Settled,Credit Card,Quarterly marketing spend optimization,VALID
TXN-103845,2031-07-13,Opex ,Software Licenses,-673.35,Slack Technologies,PENDING,Check,Monthly recurring revenue billing,VALID
TXN-103846,2031-07-14,Revenue,Enterprise License,8141.78,Hooli Inc.,Cleared,ACH Transfer,New employee onboarding equipment,VALID
TXN-103847,2031-07-15,Legal,Retainer Fees,-6432.85,Kramer Legal Group,PENDING,,Contract negotiation retainer fee,VALID
TXN-103848,2031-07-16,Opex,Marketing Campaigns,"$-1,517.30",Ironclad Legal,Processing,Credit Card,Monthly recurring revenue billing,VALID
TXN-103849,2031-07-17,Revenue,Enterprise License,7771.78,Wayne Enterprises Inc.,Failed,ACH Transfer,Monthly recurring revenue billing,VALID
TXN-103850,2031-07-18,Opex,Office Supplies,"$-1,389.06",Zoom Video,Processing,PayPal,Annual team offsite travel reimbursement,VALID
TXN-103851,07/19/2031,Opex,Office Supplies,$-822.01,OpenAI API,PENDING,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103852,2031-07-20,Legal ,Regulatory Compliance,"$-2,237.13",IP Protection Bureau,Reversed,Check,Patent filing expense itemized,VALID
TXN-103853,07/21/2031,Opex ,Travel & Entertainment,-4773.2,Zoom Video,Reversed,Credit Card,Patent filing expense itemized,VALID
TXN-103854,22/07/2031,Legal,Retainer Fees,"$-17,543.43",IP Protection Bureau,Processing,Check,Annual team offsite travel reimbursement,VALID
TXN-103855,NULL,Revenue,Enterprise License,"$1,345.43",Initech Inc.,settled,Credit Card,New employee onboarding equipment,VALID
TXN-103856,2031-07-24,Legal ,Regulatory Compliance,"$-4,398.58",Kramer Legal Group,Cleared,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-103857,2031-07-25,Opex,Travel & Entertainment,-1493.85,AWS Cloud Services,settled,Check,Contract negotiation retainer fee,VALID
TXN-103858,2031-07-26,Payroll,Full-Time Salaries,-8135.08,Internal Payroll Processing,Settled,Credit Card,Bi-weekly company payroll run,VALID
TXN-103859,2031-07-27,Revenue,Ad-hoc Consulting,$407.18,Vehement Capital Inc.,Failed,Credit Card,Patent filing expense itemized,VALID
TXN-103860,28/07/2031,Revenue,Ad-hoc Consulting,"$4,736.24",Initech Inc.,Failed,Check,Contract negotiation retainer fee,VALID
TXN-103861,07/29/2031, Payroll,Full-Time Salaries,-12878.15,Internal Payroll Processing,Failed,,Q1 infrastructure compute charge,VALID
TXN-103862,2031-07-30,Opex,Travel & Entertainment,"$-2,183.93",Deel Payroll,Reversed,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-103863,2031-07-31, Revenue,SaaS Subscriptions,"$3,805.40",Initech Inc.,Processing,,Contract negotiation retainer fee,VALID
TXN-103864,01/08/2031,Payroll,Contractor Fees,"$-14,086.21",Internal Payroll Processing,Processing,PayPal,Patent filing expense itemized,VALID
   ,2031-08-02,Payroll ,Full-Time Salaries,-8576.97,Internal Payroll Processing,Cleared,PayPal,New employee onboarding equipment,VALID
TXN-103866,08/03/2031,Legal,Regulatory Compliance,"$-1,617.26",IP Protection Bureau,PENDING,PayPal,New employee onboarding equipment,VALID
TXN-103867,2031-08-04,Legal,Regulatory Compliance,-808.38,Preston & Gates LLP,Cleared,PayPal,New employee onboarding equipment,VALID
TXN-103868,NULL,Payroll,Bonuses & Incentives,-10836.9,Internal Payroll Processing,PENDING,ACH Transfer,,VALID
   ,2031-08-06,Revenue ,SaaS Subscriptions,1230.08,Umbrella Corp Inc.,PENDING,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-103870,2031-08-07,Opex,Cloud Infrastructure,$-753.37,Zoom Video,Reversed,,Quarterly marketing spend optimization,VALID
TXN-103871,2031-08-08,Opex,Marketing Campaigns,-98.76,Slack Technologies,settled,,Contract negotiation retainer fee,VALID
TXN-103872,08/09/2031, Revenue,Ad-hoc Consulting,"$2,635.77",Wayne Enterprises Inc.,settled,,New employee onboarding equipment,VALID
TXN-103873,08/10/2031,Opex,Travel & Entertainment,"$-1,095.26",Ironclad Legal,Reversed,PayPal,Bi-weekly company payroll run,VALID
TXN-103874,2031-08-11,Legal,Regulatory Compliance,-1195.58,IP Protection Bureau,Failed,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-103875,2031-08-12,Payroll ,Bonuses & Incentives,"$-4,870.70",Internal Payroll Processing,PENDING,PayPal,Bi-weekly company payroll run,VALID
TXN-103876,2031-08-13, Revenue,Ad-hoc Consulting,9236.31,Umbrella Corp Inc.,Settled,,Bi-weekly company payroll run,VALID
TXN-103877,08/14/2031,Legal,IP Filing Fees,"$-1,288.60",IP Protection Bureau,Settled,Check,Patent filing expense itemized,VALID
TXN-103878,2031-08-15,Payroll,Contractor Fees,-12056.46,Internal Payroll Processing,Failed,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-103879,2031-08-16,Revenue,SaaS Subscriptions,420.25,Acme Corp Inc.,Reversed,,Patent filing expense itemized,VALID
TXN-103880,2031-08-17,Payroll,Full-Time Salaries,"$-8,485.04",Internal Payroll Processing,Failed,,Quarterly marketing spend optimization,VALID
TXN-103881,18/08/2031,Revenue,Ad-hoc Consulting,469.07,Acme Corp Inc.,Settled,PayPal,,VALID
TXN-103882,NULL,Payroll,Contractor Fees,"$-17,087.17",Internal Payroll Processing,Failed,Wire Transfer,New employee onboarding equipment,ERR_$$__CRITICAL!
TXN-103883,2031-08-20,Payroll,Bonuses & Incentives,"$-17,691.87",Internal Payroll Processing,Settled,ACH Transfer,Monthly recurring revenue billing,VALID
   ,2031-08-21,Revenue,Professional Services,"$10,620.04",Hooli Inc.,settled,Check,Patent filing expense itemized,VALID
TXN-103885,2031-08-22,Revenue,Professional Services,4180.8,Initech Inc.,PENDING,Wire Transfer,Patent filing expense itemized,VALID
TXN-103886,2031-08-23,Revenue,Enterprise License,"$16,168.32",Initech Inc.,Processing,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-103887,2031-08-24,Revenue ,Professional Services,349.6,Vehement Capital Inc.,Settled,,Monthly recurring revenue billing,VALID
TXN-103888,2031-08-25,Legal,Contract Drafting,-2154.44,IP Protection Bureau,settled,Credit Card,Patent filing expense itemized,VALID
TXN-103889,26/08/2031,Opex,Marketing Campaigns,"$-1,575.88",Google Suite,Reversed,,Quarterly marketing spend optimization,VALID
TXN-103890,08/27/2031,Legal,Retainer Fees,$-474.98,Kramer Legal Group,Processing,PayPal,Contract negotiation retainer fee,VALID
TXN-103891,2031-08-28,Legal,Retainer Fees,"$-1,109.88",Kramer Legal Group,Settled,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-103892,2031-08-29,Revenue,Professional Services,$501.65,Acme Corp Inc.,Cleared,PayPal,,VALID
TXN-103893,2031-08-30,Payroll,Health Insurance Premiums,-14462.9,Internal Payroll Processing,PENDING,,Contract negotiation retainer fee,VALID
TXN-103894,2031-08-31, Opex,Software Licenses,$-299.29,AWS Cloud Services,PENDING,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-103895,2031-09-01,Legal,Regulatory Compliance,$-351.57,IP Protection Bureau,PENDING,Credit Card,,VALID
TXN-103896,09/02/2031, Opex,Office Supplies,$-685.08,OpenAI API,Reversed,ACH Transfer,Q1 infrastructure compute charge,VALID
TXN-103897,03/09/2031,Legal,Retainer Fees,"$-2,037.75",Preston & Gates LLP,settled,PayPal,Monthly recurring revenue billing,VALID
TXN-103898,2031-09-04, Opex,Software Licenses,-6855.33,Slack Technologies,PENDING,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-103899,2031-09-05,Legal,Contract Drafting,-2487.82,IP Protection Bureau,settled,Check,Annual team offsite travel reimbursement,VALID
TXN-103900,09/06/2031,Payroll,Full-Time Salaries,"$-12,393.06",Internal Payroll Processing,PENDING,Check,Q1 infrastructure compute charge,VALID
TXN-103901,2031-09-07,Revenue,SaaS Subscriptions,$869.00,Acme Corp Inc.,Failed,ACH Transfer,Annual team offsite travel reimbursement,VALID
TXN-103902,NULL,Payroll,Health Insurance Premiums,"$-14,933.45",Internal Payroll Processing,Reversed,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-103903,2031-09-09,Legal,IP Filing Fees,-220.16,Preston & Gates LLP,Failed,PayPal,Bi-weekly company payroll run,VALID
TXN-103904,NULL,Revenue,Professional Services,499.32,Wayne Enterprises Inc.,PENDING,PayPal,Contract negotiation retainer fee,VALID
TXN-103905,2031-09-11,Opex,Office Supplies,$-26.29,Google Suite,Failed,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-103906,2031-09-12,Payroll,Contractor Fees,-15460.77,Internal Payroll Processing,Processing,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-103907,NULL,Revenue ,Professional Services,41172.75,Initech Inc.,Failed,Credit Card,,VALID
TXN-103908,14/09/2031,Legal,IP Filing Fees,"$-7,232.57",Preston & Gates LLP,Processing,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-103909,15/09/2031,Legal,Contract Drafting,$-128.91,Preston & Gates LLP,Failed,,,VALID
TXN-103910,2031-09-16,Revenue,Enterprise License,221.49,Initech Inc.,PENDING,Check,Bi-weekly company payroll run,VALID
TXN-103911,09/17/2031,Payroll,Full-Time Salaries,-11029.69,Internal Payroll Processing,PENDING,Credit Card,Monthly recurring revenue billing,VALID
txn_103912,18/09/2031,Opex,Office Supplies,$-632.79,Ironclad Legal,Settled,Check,Bi-weekly company payroll run,VALID
TXN-103913,2031-09-19,Revenue ,Professional Services,1074.5,Initech Inc.,Cleared,Wire Transfer,,VALID
TXN-103914,09/20/2031,Legal,IP Filing Fees,-8351.49,IP Protection Bureau,Failed,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-103915,2031-09-21,Payroll,Full-Time Salaries,"$-13,994.78",Internal Payroll Processing,Failed,PayPal,Annual team offsite travel reimbursement,VALID
TXN-103916,2031-09-22,Revenue,SaaS Subscriptions,1994.34,Vehement Capital Inc.,Processing,PayPal,Monthly recurring revenue billing,ERR_$$__CRITICAL!
TXN-103917,09/23/2031,Opex ,Software Licenses,$-769.20,Slack Technologies,settled,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103918,2031-09-24,Legal,Retainer Fees,-1303.73,IP Protection Bureau,Failed,PayPal,Quarterly marketing spend optimization,VALID
TXN-103919,2031-09-25,Legal,Contract Drafting,"$-1,460.51",Preston & Gates LLP,PENDING,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-103920,26/09/2031,Revenue,Ad-hoc Consulting,"$1,086.35",Vehement Capital Inc.,settled,,Q1 infrastructure compute charge,VALID
TXN-103921,2031-09-27,Revenue ,Enterprise License,8085.42,Stark Industries Inc.,Cleared,Credit Card,New employee onboarding equipment,VALID
TXN-103922,09/28/2031, Revenue,Enterprise License,5758.97,Acme Corp Inc.,PENDING,PayPal,Patent filing expense itemized,VALID
TXN-103923,2031-09-29, Payroll,Contractor Fees,"$-7,788.00",Internal Payroll Processing,Settled,ACH Transfer,Monthly recurring revenue billing,VALID
TXN-103924,2031-09-30,Legal,Contract Drafting,"$-25,464.40",Preston & Gates LLP,Reversed,ACH Transfer,Annual team offsite travel reimbursement,VALID
   ,2031-10-01,Opex,Office Supplies,"$-3,854.94",OpenAI API,Reversed,Wire Transfer,New employee onboarding equipment,VALID
TXN-103926,2031-10-02,Payroll,Bonuses & Incentives,-11450.55,Internal Payroll Processing,Processing,PayPal,Annual team offsite travel reimbursement,VALID
TXN-103927,2031-10-03, Opex,Software Licenses,REFUND_PENDING,OpenAI API,Processing,Credit Card,Monthly recurring revenue billing,VALID
TXN-103928,2031-10-04, Opex,Software Licenses,"$-2,307.82",Slack Technologies,Processing,ACH Transfer,New employee onboarding equipment,VALID
TXN-103929,2031-10-05,Opex ,Software Licenses,-7362.21,OpenAI API,Cleared,PayPal,Annual team offsite travel reimbursement,VALID
TXN-103930,2031-10-06,Opex,Office Supplies,$-432.98,Google Suite,Reversed,Credit Card,New employee onboarding equipment,VALID
TXN-103931,2031-10-07,Revenue,Professional Services,"$10,469.58",Stark Industries Inc.,PENDING,ACH Transfer,Annual team offsite travel reimbursement,VALID
TXN-103932,NULL,Payroll,Full-Time Salaries,"$-10,929.98",Internal Payroll Processing,Cleared,Credit Card,Contract negotiation retainer fee,VALID
TXN-103933,10/09/2031,Opex,Office Supplies,-2683.44,Zoom Video,settled,,Bi-weekly company payroll run,VALID
TXN-103934,NULL,Revenue,Enterprise License,"$1,372.25",Initech Inc.,Cleared,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-103935,2031-10-11,Opex,Marketing Campaigns,-784.57,AWS Cloud Services,Failed,Credit Card,Monthly recurring revenue billing,VALID
   ,2031-10-12,Payroll,Health Insurance Premiums,-12968.92,Internal Payroll Processing,settled,Check,Contract negotiation retainer fee,VALID
TXN-103937,2031-10-13, Opex,Marketing Campaigns,-319.31,AWS Cloud Services,Reversed,Wire Transfer,Patent filing expense itemized,VALID
TXN-103938,2031-10-14,Legal,Regulatory Compliance,-1701.04,Preston & Gates LLP,PENDING,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-103939,2031-10-15, Legal,Regulatory Compliance,$-994.83,Preston & Gates LLP,Processing,,New employee onboarding equipment,VALID
TXN-103940,2031-10-16,Opex,Office Supplies,-1988.84,Slack Technologies,settled,ACH Transfer,Q1 infrastructure compute charge,VALID
TXN-103941,10/17/2031,Revenue,Enterprise License,"$2,823.73",Hooli Inc.,PENDING,PayPal,Quarterly marketing spend optimization,VALID
TXN-103942,2031-10-18,Payroll,Full-Time Salaries,"$-15,233.71",Internal Payroll Processing,Cleared,Wire Transfer,Patent filing expense itemized,VALID
TXN-103943,2031-10-19,Payroll,Contractor Fees,"$-15,603.04",Internal Payroll Processing,Cleared,Check,Bi-weekly company payroll run,VALID
TXN-103944,10/20/2031,Payroll ,Contractor Fees,-12848.84,Internal Payroll Processing,Processing,ACH Transfer,Bi-weekly company payroll run,VALID
txn_103945,2031-10-21,Payroll ,Contractor Fees,-13019.17,Internal Payroll Processing,PENDING,ACH Transfer,,VALID
   ,10/22/2031,Payroll,Contractor Fees,"$-12,846.01",Internal Payroll Processing,PENDING,Check,New employee onboarding equipment,VALID
TXN-103947,2031-10-23,Legal,Regulatory Compliance,-2121.16,IP Protection Bureau,Cleared,PayPal,Patent filing expense itemized,VALID
TXN-103948,2031-10-24,Opex,Cloud Infrastructure,-246.21,Ironclad Legal,Settled,Credit Card,Monthly recurring revenue billing,VALID
TXN-103949,2031-10-25,Payroll,Full-Time Salaries,"$-10,901.27",Internal Payroll Processing,Failed,,Annual team offsite travel reimbursement,VALID
TXN-103950,26/10/2031,Revenue,SaaS Subscriptions,2787.72,Stark Industries Inc.,PENDING,ACH Transfer,Bi-weekly company payroll run,VALID
txn_103951,2031-10-27,Payroll,Contractor Fees,"$-5,369.87",Internal Payroll Processing,Settled,Wire Transfer,Patent filing expense itemized,VALID
TXN-103952,2031-10-28,Revenue,SaaS Subscriptions,"$3,765.80",Vehement Capital Inc.,Cleared,ACH Transfer,Monthly recurring revenue billing,VALID
txn_103953,2031-10-29, Legal,Regulatory Compliance,-5453.81,Kramer Legal Group,PENDING,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-103954,2031-10-30,Payroll ,Contractor Fees,-9103.01,Internal Payroll Processing,Processing,Check,New employee onboarding equipment,VALID
TXN-103955,2031-10-31,Opex,Cloud Infrastructure,$-234.09,AWS Cloud Services,Cleared,,Quarterly marketing spend optimization,VALID
TXN-103956,2031-11-01,Revenue,Enterprise License,$964.25,Hooli Inc.,Settled,,Contract negotiation retainer fee,VALID
TXN-103957,2031-11-02,Legal,Contract Drafting,-9220.33,Kramer Legal Group,Cleared,Credit Card,Q1 infrastructure compute charge,VALID
TXN-103958,NULL,Opex,Office Supplies,"$-4,491.95",Google Suite,Reversed,PayPal,Monthly recurring revenue billing,VALID
TXN-103959,11/04/2031,Revenue ,Ad-hoc Consulting,"$10,684.74",Stark Industries Inc.,Reversed,,Monthly recurring revenue billing,VALID
TXN-103960,2031-11-05,Opex,Cloud Infrastructure,-3583.41,Deel Payroll,Cleared,,Q1 infrastructure compute charge,VALID
TXN-103961,11/06/2031,Legal,IP Filing Fees,-7101.76,IP Protection Bureau,settled,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-103962,2031-11-07,Payroll,Health Insurance Premiums,"$-8,493.78",Internal Payroll Processing,Cleared,Check,Monthly recurring revenue billing,VALID
TXN-103963,2031-11-08,Opex,Software Licenses,-1011.9,OpenAI API,Settled,ACH Transfer,Q1 infrastructure compute charge,VALID
TXN-103964,09/11/2031,Opex ,Travel & Entertainment,$-832.93,AWS Cloud Services,Processing,Check,Annual team offsite travel reimbursement,VALID
TXN-103965,2031-11-10,Opex,Software Licenses,$-684.31,Google Suite,Reversed,PayPal,Monthly recurring revenue billing,VALID
TXN-103966,2031-11-11,Payroll,Full-Time Salaries,-16492.3,Internal Payroll Processing,Processing,PayPal,Contract negotiation retainer fee,VALID
TXN-103967,12/11/2031,Opex,Marketing Campaigns,$-284.14,AWS Cloud Services,Reversed,Wire Transfer,New employee onboarding equipment,VALID
txn_103968,2031-11-13,Opex,Software Licenses,-977.25,OpenAI API,settled,ACH Transfer,Quarterly marketing spend optimization,ERR_$$__CRITICAL!
TXN-103969,2031-11-14, Revenue,Enterprise License,4131.26,Hooli Inc.,Processing,Check,Annual team offsite travel reimbursement,VALID
TXN-103970,15/11/2031,Legal,IP Filing Fees,"$-11,587.73",IP Protection Bureau,Settled,Check,Contract negotiation retainer fee,VALID
